330,16450,38186,23543,58316,19786,16545,61964,0,0
331,16500,38249,23479,58284,20199,16165,61931,0,0
332,16550,38313,23417,58245,20616,15789,61890,0,0
333,16600,38377,23354,58201,21036,15417,61843,0,0
334,16650,38442,23293,58150,21458,15049,61788,0,0
335,16700,38507,23232,58092,21883,14685,61727,0,0
336,16750,38573,23172,58028,22311,14326,61658,0,0
337,16800,38639,23113,57958,22742,13972,61582,0,0
338,16850,38705,23055,57882,23175,13622,61499,0,0
339,16900,38771,22997,57799,23610,13277,61409,0,0
340,16950,38838,22941,57710,24047,12937,61311,0,0
341,17000,38906,22885,57614,24487,12601,61207,0,0
342,17050,38973,22830,57513,24929,12271,61096,0,0
343,17100,39041,22775,57405,25373,11946,60977,0,0
344,17150,39109,22722,57291,25818,11625,60852,0,0
345,17200,39178,22669,57171,26265,11310,60720,0,0
346,17250,39246,22618,57044,26714,11001,60581,0,0
347,17300,39315,22567,56912,27165,10696,60435,0,0
348,17350,39384,22517,56773,27616,10397,60282,0,0
349,17400,39454,22469,56629,28069,10104,60123,0,0
350,17450,39523,22421,56478,28524,9816,59956,0,0
351,17500,39593,22374,56322,28979,9534,59783,0,0
352,17550,39662,22328,56160,29435,9258,59604,0,0
353,17600,39732,22283,55991,29892,8987,59417,0,0
354,17650,39802,22239,55817,30349,8722,59224,0,0
355,17700,39872,22196,55637,30808,8464,59025,0,0
356,17750,39942,22154,55452,31266,8211,58819,0,0
357,17800,40012,22113,55260,31726,7964,58607,0,0
358,17850,40082,22073,55063,32185,7723,58388,0,0
359,17900,40153,22034,54861,32644,7489,58163,0,0
360,17950,40223,21996,54652,33104,7261,57932,0,0
361,18000,40293,21959,54439,33563,7039,57695,0,0
362,18050,40363,21923,54219,34023,6823,57451,0,0
363,18100,40433,21889,53995,34482,6614,57201,0,0
364,18150,40503,21855,53765,34940,6411,56945,0,0
365,18200,40573,21823,53530,35398,6215,56684,0,0
366,18250,40643,21791,53289,35855,6025,56416,0,0
367,18300,40712,21761,53044,36312,5842,56143,0,0
368,18350,40782,21732,52793,36768,5666,55864,0,0
369,18400,40851,21704,52537,37222,5496,55579,0,0
370,18450,40921,21677,52276,37676,5333,55288,0,0
371,18500,40990,21651,52011,38128,5177,54992,0,0
372,18550,41058,21627,51740,38579,5027,54691,0,0
373,18600,41127,21603,51465,39029,4885,54384,0,0
374,18650,41195,21581,51185,39477,4749,54071,0,0
375,18700,41263,21560,50900,39924,4620,53754,0,0
376,18750,41331,21540,50611,40368,4498,53431,0,0
377,18800,41399,21521,50317,40811,4384,53103,0,0
378,18850,41466,21503,50018,41252,4276,52770,0,0
379,18900,41533,21487,49716,41691,4175,52433,0,0
380,18950,41599,21472,49409,42127,4081,52090,0,0
381,19000,41665,21457,49098,42561,3994,51742,0,0
382,19050,41731,21445,48782,42993,3915,51390,0,0
383,19100,41797,21433,48463,43422,3842,51034,0,0
384,19150,41862,21422,48140,43849,3777,50673,0,0
385,19200,41926,21413,47813,44273,3719,50307,0,0
386,19250,41990,21405,47482,44694,3668,49937,0,0
387,19300,42054,21398,47147,45112,3624,49563,0,0
388,19350,42117,21392,46808,45527,3587,49185,0,0
389,19400,42180,21388,46466,45939,3557,48802,0,0
390,19450,42242,21385,46121,46347,3535,48416,0,0
391,19500,42304,21383,45772,46753,3520,48026,0,0
392,19550,42365,21382,45420,47155,3512,47632,0,0
393,19600,42426,21382,45064,47553,3512,47234,0,0
394,19650,42486,21384,44705,47948,3518,46833,0,0
395,19700,42545,21386,44344,48338,3532,46429,0,0
396,19750,42604,21390,43979,48725,3553,46021,0,0
397,19800,42662,21396,43612,49109,3581,45609,0,0
398,19850,42720,21402,43241,49488,3617,45195,0,0
399,19900,42777,21410,42868,49863,3659,44777,0,0
400,19950,42833,21419,42493,50233,3709,44357,0,0
401,20000,42889,21429,42115,50600,3766,43934,0,0
402,20050,42944,21440,41734,50962,3830,43507,0,0
403,20100,42998,21452,41351,51319,3901,43079,0,0
404,20150,43052,21466,40966,51672,3980,42647,0,0
405,20200,43105,21481,40579,52021,4065,42214,0,0
406,20250,43157,21497,40190,52364,4158,41778,0,0
407,20300,43209,21514,39798,52703,4257,41340,0,0
408,20350,43259,21532,39405,53037,4364,40899,0,0
409,20400,43309,21552,39011,53365,4478,40457,0,0
410,20450,43358,21572,38614,53689,4598,40012,0,0
411,20500,43407,21594,38216,54008,4726,39566,0,0
412,20550,43454,21617,37817,54321,4860,39119,0,0
413,20600,43501,21641,37416,54629,5002,38669,0,0
414,20650,43547,21667,37014,54931,5150,38219,0,0
415,20700,43592,21693,36611,55228,5305,37767,0,0
416,20750,43636,21721,36206,55520,5467,37313,0,0
417,20800,43679,21749,35801,55806,5635,36859,0,0
418,20850,43722,21779,35395,56086,5811,36403,0,0
419,20900,43763,21810,34988,56361,5992,35947,0,0
420,20950,43804,21842,34581,56629,6181,35490,0,0
421,21000,43844,21875,34173,56892,6376,35032,0,0
422,21050,43883,21910,33764,57149,6578,34574,0,0
423,21100,43921,21945,33355,57400,6786,34115,0,0
424,21150,43958,21981,32946,57645,7000,33656,0,0
425,21200,43994,22019,32537,57883,7221,33196,0,0
426,21250,44029,22057,32127,58116,7448,32737,0,0
427,21300,44063,22097,31718,58342,7681,32278,0,0
428,21350,44096,22138,31309,58562,7921,31818,0,0
429,21400,44128,22179,30900,58775,8167,31359,0,0
430,21450,44160,22222,30492,58982,8418,30900,0,0
431,21500,44190,22265,30083,59183,8676,30442,0,0
432,21550,44219,22310,29676,59377,8940,29984,0,0
433,21600,44247,22356,29269,59564,9209,29527,0,0
434,21650,44275,22402,28863,59745,9485,29071,0,0
435,21700,44301,22450,28458,59919,9766,28616,0,0
436,21750,44326,22498,28053,60087,10053,28162,0,0
437,21800,44350,22548,27650,60248,10345,27708,0,0
438,21850,44373,22598,27248,60402,10643,27257,0,0
439,21900,44395,22649,26847,60549,10946,26806,0,0
440,21950,44416,22701,26447,60689,11255,26357,0,0
441,22000,44436,22754,26049,60823,11569,25909,0,0
442,22050,44455,22808,25653,60949,11888,25464,0,0
443,22100,44473,22863,25258,61069,12213,25020,0,0
444,22150,44490,22919,24865,61181,12542,24578,0,0
445,22200,44505,22975,24473,61287,12877,24138,0,0
446,22250,44520,23032,24084,61385,13216,23700,0,0
447,22300,44534,23090,23697,61477,13561,23264,0,0
448,22350,44546,23149,23312,61561,13910,22831,0,0
449,22400,44557,23209,22929,61638,14263,22400,0,0
450,22450,44568,23269,22548,61709,14621,21971,0,0
451,22500,44577,23330,22170,61772,14984,21546,0,0
452,22550,44585,23392,21794,61827,15351,21123,0,0
453,22600,44592,23455,21421,61876,15723,20703,0,0
454,22650,44598,23518,21050,61918,16098,20286,0,0
455,22700,44603,23582,20683,61952,16478,19872,0,0
456,22750,44606,23647,20318,61979,16861,19461,0,0
457,22800,44609,23712,19956,61999,17249,19054,0,0
458,22850,44611,23778,19597,62011,17641,18650,0,0
459,22900,44611,23844,19241,62017,18036,18249,0,0
460,22950,44610,23911,18889,62015,18435,17852,0,0
461,23000,44608,23979,18540,62006,18837,17459,0,0
462,23050,44605,24048,18194,61990,19243,17069,0,0
463,23100,44601,24116,17852,61967,19652,16683,0,0
464,23150,44596,24186,17513,61936,20064,16302,0,0
465,23200,44590,24256,17178,61898,20480,15924,0,0
466,23250,44583,24326,16847,61853,20898,15551,0,0
467,23300,44574,24397,16519,61801,21320,15181,0,0
468,23350,44565,24468,16196,61742,21744,14816,0,0
469,23400,44554,24540,15876,61675,22171,14456,0,0
470,23450,44543,24612,15561,61601,22600,14100,0,0
471,23500,44530,24685,15249,61521,23033,13749,0,0
472,23550,44516,24758,14942,61433,23467,13402,0,0
473,23600,44501,24831,14639,61338,23904,13060,0,0
474,23650,44485,24905,14341,61236,24343,12723,0,0
475,23700,44468,24979,14047,61127,24784,12391,0,0
476,23750,44450,25054,13757,61011,25227,12064,0,0
477,23800,44431,25128,13472,60888,25672,11742,0,0
478,23850,44411,25203,13192,60758,26118,11425,0,0
479,23900,44389,25279,12916,60621,26567,11114,0,0
480,23950,44367,25354,12645,60478,27017,10808,0,0
481,24000,44343,25430,12379,60327,27468,10507,0,0
482,24050,44319,25506,12118,60170,27920,10212,0,0
483,24100,44294,25582,11862,60006,28374,9922,0,0
484,24150,44267,25659,11611,59835,28829,9638,0,0
485,24200,44240,25735,11365,59657,29285,9360,0,0
486,24250,44211,25812,11125,59473,29741,9087,0,0
487,24300,44182,25889,10889,59282,30199,8821,0,0
488,24350,44151,25965,10659,59085,30657,8560,0,0
489,24400,44120,26042,10434,58881,31115,8305,0,0
490,24450,44087,26119,10214,58671,31574,8056,0,0
491,24500,44054,26196,10000,58455,32033,7814,0,0
492,24550,44019,26274,9792,58232,32493,7577,0,0
493,24600,43984,26351,9589,58002,32952,7347,0,0
494,24650,43947,26428,9391,57767,33412,7123,1,0
495,24700,43910,26505,9200,57525,33871,6905,0,0
496,24750,43872,26582,9014,57278,34330,6694,0,0
497,24800,43833,26659,8833,57024,34789,6489,0,0
498,24850,43793,26735,8659,56764,35247,6291,0,0
499,24900,43752,26812,8490,56498,35704,6099,0,0
500,24950,43710,26889,8328,56227,36161,5913,0,0
501,25000,43667,26965,8171,55950,36617,5735,0,0
502,25050,43624,27041,8020,55666,37072,5563,0,0
503,25100,43579,27117,7875,55378,37526,5398,0,0
504,25150,43534,27193,7736,55083,37979,5239,0,0
505,25200,43488,27269,7604,54784,38430,5087,0,0
506,25250,43441,27344,7477,54478,38880,4942,0,0
507,25300,43393,27419,7356,54168,39329,4804,0,0
508,25350,43345,27494,7242,53852,39776,4673,0,0
509,25400,43295,27569,7134,53531,40221,4549,0,0
510,25450,43245,27643,7032,53205,40664,4432,0,0
511,25500,43194,27717,6936,52873,41106,4322,0,0
512,25550,43143,27791,6847,52537,41545,4219,0,0
513,25600,43090,27864,6763,52196,41982,4122,0,0
514,25650,43037,27937,6686,51850,42417,4033,0,0
515,25700,42983,28009,6616,51500,42850,3951,0,0
516,25750,42929,28081,6552,51144,43280,3876,0,0
517,25800,42874,28152,6494,50785,43707,3809,0,0
518,25850,42818,28223,6442,50421,44132,3748,0,0
519,25900,42761,28294,6397,50052,44554,3695,0,0
